iteration;stat;counter
83;extended_conflicting_triangles;410
83;vertices_to_smooth;332
83;updated_vertices;44
83;conflicting_sharp_vertices;0
83;conflicting_spur_vertices;19
83;conflicting_gully_vertices;41
83;conflicting_sharp_triangles;0
83;conflicting_spur_triangles;24
83;conflicting_gully_triangles;53
84;conflicting_iso_vertices;61
84;conflicting_triangles;75
84;extended_conflicting_triangles;411
84;vertices_to_smooth;332
84;updated_vertices;35
84;conflicting_sharp_vertices;0
84;conflicting_spur_vertices;19
84;conflicting_gully_vertices;42
84;conflicting_sharp_triangles;0
84;conflicting_spur_triangles;24
84;conflicting_gully_triangles;54
85;conflicting_iso_vertices;61
85;conflicting_triangles;75
85;extended_conflicting_triangles;411
85;vertices_to_smooth;332
85;updated_vertices;36
85;conflicting_sharp_vertices;0
85;conflicting_spur_vertices;19
85;conflicting_gully_vertices;42
85;conflicting_sharp_triangles;0
85;conflicting_spur_triangles;24
85;conflicting_gully_triangles;54
86;conflicting_iso_vertices;61
86;conflicting_triangles;75
86;extended_conflicting_triangles;411
86;vertices_to_smooth;332
86;updated_vertices;30
86;conflicting_sharp_vertices;0
86;conflicting_spur_vertices;19
86;conflicting_gully_vertices;42
86;conflicting_sharp_triangles;0
86;conflicting_spur_triangles;24
86;conflicting_gully_triangles;54
87;conflicting_iso_vertices;61
87;conflicting_triangles;75
87;extended_conflicting_triangles;411
87;vertices_to_smooth;332
87;updated_vertices;28
87;conflicting_sharp_vertices;0
87;conflicting_spur_vertices;19
87;conflicting_gully_vertices;42
87;conflicting_sharp_triangles;0
87;conflicting_spur_triangles;24
87;conflicting_gully_triangles;54
88;conflicting_iso_vertices;61
88;conflicting_triangles;75
88;extended_conflicting_triangles;411
88;vertices_to_smooth;332
88;updated_vertices;25
88;conflicting_sharp_vertices;0
88;conflicting_spur_vertices;19
88;conflicting_gully_vertices;42
88;conflicting_sharp_triangles;0
88;conflicting_spur_triangles;24
88;conflicting_gully_triangles;54
89;conflicting_iso_vertices;61
89;conflicting_triangles;75
89;extended_conflicting_triangles;411
89;vertices_to_smooth;332
89;updated_vertices;24
89;conflicting_sharp_vertices;0
89;conflicting_spur_vertices;19
89;conflicting_gully_vertices;42
89;conflicting_sharp_triangles;0
89;conflicting_spur_triangles;24
89;conflicting_gully_triangles;54
90;conflicting_iso_vertices;61
90;conflicting_triangles;75
90;extended_conflicting_triangles;411
90;vertices_to_smooth;332
90;updated_vertices;24
90;conflicting_sharp_vertices;0
90;conflicting_spur_vertices;19
90;conflicting_gully_vertices;42
90;conflicting_sharp_triangles;0
90;conflicting_spur_triangles;24
90;conflicting_gully_triangles;54
91;conflicting_iso_vertices;61
91;conflicting_triangles;75
91;extended_conflicting_triangles;411
91;vertices_to_smooth;332
91;updated_vertices;18
91;conflicting_sharp_vertices;0
91;conflicting_spur_vertices;19
91;conflicting_gully_vertices;42
91;conflicting_sharp_triangles;0
91;conflicting_spur_triangles;24
91;conflicting_gully_triangles;54
92;conflicting_iso_vertices;61
92;conflicting_triangles;75
92;extended_conflicting_triangles;411
92;vertices_to_smooth;332
92;updated_vertices;17
92;conflicting_sharp_vertices;0
92;conflicting_spur_vertices;19
92;conflicting_gully_vertices;42
92;conflicting_sharp_triangles;0
92;conflicting_spur_triangles;24
92;conflicting_gully_triangles;54
93;conflicting_iso_vertices;61
93;conflicting_triangles;75
93;extended_conflicting_triangles;411
93;vertices_to_smooth;332
93;updated_vertices;17
93;conflicting_sharp_vertices;0
93;conflicting_spur_vertices;19
93;conflicting_gully_vertices;42
93;conflicting_sharp_triangles;0
93;conflicting_spur_triangles;24
93;conflicting_gully_triangles;54
94;conflicting_iso_vertices;61
94;conflicting_triangles;75
94;extended_conflicting_triangles;411
94;vertices_to_smooth;332
94;updated_vertices;14
94;conflicting_sharp_vertices;0
94;conflicting_spur_vertices;19
94;conflicting_gully_vertices;42
94;conflicting_sharp_triangles;0
94;conflicting_spur_triangles;24
94;conflicting_gully_triangles;54
95;conflicting_iso_vertices;61
95;conflicting_triangles;75
95;extended_conflicting_triangles;411
95;vertices_to_smooth;332
95;updated_vertices;11
95;conflicting_sharp_vertices;0
95;conflicting_spur_vertices;19
95;conflicting_gully_vertices;42
95;conflicting_sharp_triangles;0
95;conflicting_spur_triangles;24
95;conflicting_gully_triangles;54
96;conflicting_iso_vertices;61
96;conflicting_triangles;75
96;extended_conflicting_triangles;411
96;vertices_to_smooth;332
96;updated_vertices;9
96;conflicting_sharp_vertices;0
96;conflicting_spur_vertices;19
96;conflicting_gully_vertices;42
96;conflicting_sharp_triangles;0
96;conflicting_spur_triangles;24
96;conflicting_gully_triangles;54
97;conflicting_iso_vertices;61
97;conflicting_triangles;75
97;extended_conflicting_triangles;411
97;vertices_to_smooth;332
97;updated_vertices;9
97;conflicting_sharp_vertices;0
97;conflicting_spur_vertices;19
97;conflicting_gully_vertices;42
97;conflicting_sharp_triangles;0
97;conflicting_spur_triangles;24
97;conflicting_gully_triangles;54
98;conflicting_iso_vertices;61
98;conflicting_triangles;75
98;extended_conflicting_triangles;411
98;vertices_to_smooth;332
98;updated_vertices;11
98;conflicting_sharp_vertices;0
98;conflicting_spur_vertices;19
98;conflicting_gully_vertices;42
98;conflicting_sharp_triangles;0
98;conflicting_spur_triangles;24
98;conflicting_gully_triangles;54
99;conflicting_iso_vertices;61
99;conflicting_triangles;75
99;extended_conflicting_triangles;411
99;vertices_to_smooth;332
99;updated_vertices;7
99;conflicting_sharp_vertices;0
99;conflicting_spur_vertices;19
99;conflicting_gully_vertices;42
99;conflicting_sharp_triangles;0
99;conflicting_spur_triangles;24
99;conflicting_gully_triangles;54
