depares;0
total;134327,136
0;233,856
1;687,489
2;454,944
3;2513,154
4;2577,023
5;2498,259
6;6017,671
7;9035,16
8;29562,328
9;70586,144
10;4744,893
11;2645,455
12;1457,19
13;1313,57
14;0
15;0
16;0
